STUDY_ID,REVIEWERS,INCLUDE,PMID,Title,Authors,Citation,First.Author,Journal.Book,Publication.Year,Create.Date,PMCID,NIHMS.ID,DOI
1418,Jonny,maybe,31107219,"Survey of Crimean-Congo Hemorrhagic Fever Enzootic Focus, Spain, 2011-2015","Negredo A, Habela MÁ, Ramírez de Arellano E, Diez F, Lasala F, López P, Sarriá A, Labiod N, Calero-Bernal R, Arenas M, Tenorio A, Estrada-Peña A, Sánchez-Seco MP.",Emerg Infect Dis. 2019 Jun;25(6):1177-1184. doi: 10.3201/eid2506.180877.,Negredo A,Emerg Infect Dis,2019,21/05/2019,PMC6537724,,10.3201/eid2506.180877
1421,Jonny,maybe,31074125,Phylogeographical and cross-species transmission dynamics of SAT1 and SAT2 foot-and-mouth disease virus in Eastern Africa,"Omondi G, Alkhamis MA, Obanda V, Gakuya F, Sangula A, Pauszek S, Perez A, Ngulu S, van Aardt R, Arzt J, VanderWaal K.",Mol Ecol. 2019 Jun;28(11):2903-2916. doi: 10.1111/mec.15125. Epub 2019 May 31.,Omondi G,Mol Ecol,2019,11/05/2019,,,10.1111/mec.15125
1425,Jonny,maybe,29267298,Distinct virulence of Rift Valley fever phlebovirus strains from different genetic lineages in a mouse model,"Ikegami T, Balogh A, Nishiyama S, Lokugamage N, Saito TB, Morrill JC, Shivanna V, Indran SV, Zhang L, Smith JK, Perez D, Juelich TL, Morozov I, Wilson WC, Freiberg AN, Richt JA.",PLoS One. 2017 Dec 21;12(12):e0189250. doi: 10.1371/journal.pone.0189250. eCollection 2017.,Ikegami T,PLoS One,2017,22/12/2017,PMC5739399,,10.1371/journal.pone.0189250
1436,Jonny,maybe,24690167,Experimental infection of rabbits with bovine viral diarrhoea virus by a natural route of exposure,"Bachofen C, Grant DM, Willoughby K, Zadoks RN, Dagleish MP, Russell GC.",Vet Res. 2014 Apr 2;45(1):34. doi: 10.1186/1297-9716-45-34.,Bachofen C,Vet Res,2014,03/04/2014,PMC4234416,,10.1186/1297-9716-45-34
1440,Jonny,maybe,9785509,Molecular epidemiology of African horse sickness virus based on analyses and comparisons of genome segments 7 and 10,"Zientara S, Sailleau C, Plateau E, Moulay S, Mertens PP, Crucière C.",Arch Virol Suppl. 1998;14:221-34. doi: 10.1007/978-3-7091-6823-3_20.,Zientara S,Arch Virol Suppl,1998,24/10/1998,,,10.1007/978-3-7091-6823-3_20
1443,Jonny,maybe,27175497,[Optimization of ELISA and immunoblot methods for the detection of IgG antibodies against old world hantaviruses in wild rodents],"Polat C, Karataş A, Sözen M, Matur F, Abacıoğlu H, Öktem MA.",Mikrobiyol Bul. 2016 Apr;50(2):245-55. doi: 10.5578/mb.23161.,Polat C,Mikrobiyol Bul,2016,14/05/2016,,,10.5578/mb.23161
1451,Jonny,maybe,21036195,"Epidemiology of human rabies in South Africa, 1983-2007","Weyer J, Szmyd-Potapczuk AV, Blumberg LH, Leman PA, Markotter W, Swanepoel R, Paweska JT, Nel LH.",Virus Res. 2011 Jan;155(1):283-90. doi: 10.1016/j.virusres.2010.10.023. Epub 2010 Oct 29.,Weyer J,Virus Res,2011,02/11/2010,,,10.1016/j.virusres.2010.10.023
1457,Jonny,NO,14567232,Multicentric T-cell lymphoma associated with feline leukemia virus infection in a captive namibian cheetah (Acinonyx jubatus),"Marker L, Munson L, Basson PA, Quackenbush S.",J Wildl Dis. 2003 Jul;39(3):690-5. doi: 10.7589/0090-3558-39.3.690.,Marker L,J Wildl Dis,2003,22/10/2003,,,10.7589/0090-3558-39.3.690
1483,Jonny,maybe,25766761,Interplay between the Virus and Host in Rift Valley Fever Pathogenesis,"Terasaki K, Makino S.",Version 2. J Innate Immun. 2015;7(5):450-8. doi: 10.1159/000373924. Epub 2015 Feb 27.,Terasaki K,J Innate Immun,2015,14/03/2015,PMC4551617,NIHMS656516,10.1159/000373924
1493,Jonny,maybe,16412222,A molecular epidemiological study of rabies epizootics in kudu (Tragelaphus strepsiceros) in Namibia,"Mansfield K, McElhinney L, Hübschle O, Mettler F, Sabeta C, Nel LH, Fooks AR.",BMC Vet Res. 2006 Jan 13;2:2. doi: 10.1186/1746-6148-2-2.,Mansfield K,BMC Vet Res,2006,18/01/2006,PMC1382222,,10.1186/1746-6148-2-2
1494,Jonny,NO,25342196,Viral M2 ion channel protein: a promising target for anti-influenza drug discovery,"Moorthy NS, Poongavanam V, Pratheepa V.",Mini Rev Med Chem. 2014;14(10):819-30.,Moorthy NS,Mini Rev Med Chem,2014,25/10/2014,,,
1501,Jonny,maybe,23223618,Epidemiology and host spectrum of Borna disease virus infections,"Kinnunen PM, Palva A, Vaheri A, Vapalahti O.",J Gen Virol. 2013 Feb;94(Pt 2):247-262. doi: 10.1099/vir.0.046961-0. Epub 2012 Dec 5.,Kinnunen PM,J Gen Virol,2013,11/12/2012,,,10.1099/vir.0.046961-0
1511,Jonny,NO,23544011,"Rational engineering of recombinant picornavirus capsids to produce safe, protective vaccine antigen","Porta C, Kotecha A, Burman A, Jackson T, Ren J, Loureiro S, Jones IM, Fry EE, Stuart DI, Charleston B.",PLoS Pathog. 2013 Mar;9(3):e1003255. doi: 10.1371/journal.ppat.1003255. Epub 2013 Mar 27.,Porta C,PLoS Pathog,2013,02/04/2013,PMC3609824,,10.1371/journal.ppat.1003255
1518,Jonny,NO,427634,Experimental oral and nasal transmission of rabies virus in mice,"Charlton KM, Casey GA.",Can J Comp Med. 1979 Jan;43(1):10-5.,Charlton KM,Can J Comp Med,1979,01/01/1979,PMC1319932,,
1521,Jonny,maybe,20546631,"Genetic evidence for domestic raccoon dog rabies caused by Arctic-like rabies virus in Inner Mongolia, China","Shao XQ, Yan XJ, Luo GL, Zhang HL, Chai XL, Wang FX, Wang JK, Zhao JJ, Wu W, Cheng SP, Yang FH, Qin XC, Zhang YZ.",Epidemiol Infect. 2011 Apr;139(4):629-35. doi: 10.1017/S0950268810001263. Epub 2010 Jun 14.,Shao XQ,Epidemiol Infect,2011,16/06/2010,,,10.1017/S0950268810001263
1522,Jonny,NO,9551484,"Seroepidemiological survey of sympatric domestic and wild dogs (Lycaon pictus) in Tsumkwe District, north-eastern Namibia","Laurenson K, Van Heerden J, Stander P, Van Vuuren MJ.",Onderstepoort J Vet Res. 1997 Dec;64(4):313-6.,Laurenson K,Onderstepoort J Vet Res,1997,16/12/1998,,,
1523,Jonny,maybe,12191660,Aspects of the persistence of foot-and-mouth disease virus in animals--the carrier problem,"Alexandersen S, Zhang Z, Donaldson AI.",Microbes Infect. 2002 Aug;4(10):1099-110. doi: 10.1016/s1286-4579(02)01634-9.,Alexandersen S,Microbes Infect,2002,23/08/2002,,,10.1016/s1286-4579(02)01634-9
1530,Jonny,NO,29114027,An Alphavirus E2 Membrane-Proximal Domain Promotes Envelope Protein Lateral Interactions and Virus Budding,"Byrd EA, Kielian M.",mBio. 2017 Nov 7;8(6):e01564-17. doi: 10.1128/mBio.01564-17.,Byrd EA,mBio,2017,09/11/2017,PMC5676042,,10.1128/mBio.01564-17
1532,Jonny,NO,30575000,Update on canine distemper virus (CDV) strains of Arctic-like lineage detected in dogs in Italy,"Mira F, Purpari G, Di Bella S, Vicari D, Schirò G, Di Marco P, Macaluso G, Battilani M, Guercio A.",Vet Ital. 2018 Sep 30;54(3):225-236. doi: 10.12834/VetIt.1455.7862.2.,Mira F,Vet Ital,2018,22/12/2018,,,10.12834/VetIt.1455.7862.2
1534,Jonny,maybe,29669948,"Survey of tick-borne zoonotic viruses in wild deer in Hokkaido, Japan","Uchida L, Hayasaka D, Ngwe Tun MM, Morita K, Muramatsu Y, Hagiwara K.",J Vet Med Sci. 2018 Jun 29;80(6):985-988. doi: 10.1292/jvms.18-0017. Epub 2018 Apr 19.,Uchida L,J Vet Med Sci,2018,20/04/2018,PMC6021891,,10.1292/jvms.18-0017
1535,Jonny,NO,26287233,Autophagy Activated by Bluetongue Virus Infection Plays a Positive Role in Its Replication,"Lv S, Xu Q, Sun E, Yang T, Li J, Feng Y, Zhang Q, Wang H, Zhang J, Wu D.",Viruses. 2015 Aug 17;7(8):4657-75. doi: 10.3390/v7082838.,Lv S,Viruses,2015,20/08/2015,PMC4576199,,10.3390/v7082838
1536,Jonny,maybe,27341437,Tick-Borne Encephalitis Virus Structural Proteins Are the Primary Viral Determinants of Non-Viraemic Transmission between Ticks whereas Non-Structural Proteins Affect Cytotoxicity,"Khasnatinov MA, Tuplin A, Gritsun DJ, Slovak M, Kazimirova M, Lickova M, Havlikova S, Klempa B, Labuda M, Gould EA, Gritsun TS.",PLoS One. 2016 Jun 24;11(6):e0158105. doi: 10.1371/journal.pone.0158105. eCollection 2016.,Khasnatinov MA,PLoS One,2016,25/06/2016,PMC4920422,,10.1371/journal.pone.0158105
1539,Jonny,maybe,29488458,Experimental Infection of White-Tailed Deer (Odocoileus virginanus) with Heartland Virus,"Clarke LL, Ruder MG, Mead D, Howerth EW.",Am J Trop Med Hyg. 2018 Apr;98(4):1194-1196. doi: 10.4269/ajtmh.17-0963. Epub 2018 Feb 22.,Clarke LL,Am J Trop Med Hyg,2018,01/03/2018,PMC5928841,,10.4269/ajtmh.17-0963
1547,Jonny,NO,8756672,Characterization of the nuclear export signal of human T-cell lymphotropic virus type 1 Rex reveals that nuclear export is mediated by position-variable hydrophobic interactions,"Kim FJ, Beeche AA, Hunter JJ, Chin DJ, Hope TJ.",Mol Cell Biol. 1996 Sep;16(9):5147-55. doi: 10.1128/mcb.16.9.5147.,Kim FJ,Mol Cell Biol,1996,01/09/1996,PMC231515,,10.1128/mcb.16.9.5147
1555,Jonny,maybe,22328916,Qualitative release assessment to estimate the likelihood of henipavirus entering the United Kingdom,"Snary EL, Ramnial V, Breed AC, Stephenson B, Field HE, Fooks AR.",PLoS One. 2012;7(2):e27918. doi: 10.1371/journal.pone.0027918. Epub 2012 Feb 6.,Snary EL,PLoS One,2012,14/02/2012,PMC3273481,,10.1371/journal.pone.0027918
1556,Jonny,maybe,31751424,First evidence of hepatitis E virus infection in a small mammal (yellow-necked mouse) from Croatia,"Prpić J, Keros T, Vucelja M, Bjedov L, Đaković Rode O, Margaletić J, Habrun B, Jemeršić L.",PLoS One. 2019 Nov 21;14(11):e0225583. doi: 10.1371/journal.pone.0225583. eCollection 2019.,Prpić J,PLoS One,2019,22/11/2019,PMC6874066,,10.1371/journal.pone.0225583
1572,Jonny,YES,20561289,Antibodies against foot-and-mouth disease (FMD) virus in African buffalos (Syncerus caffer) in selected National Parks in Uganda (2001-2003),"Ayebazibwe C, Mwiine FN, Balinda SN, Tjørnehøj K, Masembe C, Muwanika VB, Okurut AR, Siegismund HR, Alexandersen S.",Transbound Emerg Dis. 2010 Aug 1;57(4):286-92. doi: 10.1111/j.1865-1682.2010.01147.x. Epub 2010 Jun 18.,Ayebazibwe C,Transbound Emerg Dis,2010,22/06/2010,,,10.1111/j.1865-1682.2010.01147.x
1573,Jonny,maybe,23255811,Early adaptive immune responses in the respiratory tract of foot-and-mouth disease virus-infected cattle,"Pega J, Bucafusco D, Di Giacomo S, Schammas JM, Malacari D, Capozzo AV, Arzt J, Pérez-Beascoechea C, Maradei E, Rodríguez LL, Borca MV, Pérez-Filgueira M.",J Virol. 2013 Mar;87(5):2489-95. doi: 10.1128/JVI.02879-12. Epub 2012 Dec 19.,Pega J,J Virol,2013,21/12/2012,PMC3571376,,10.1128/JVI.02879-12
1579,Jonny,maybe,31817946,Camelids and Cattle Are Dead-End Hosts for Peste-des-Petits-Ruminants Virus,"Schulz C, Fast C, Wernery U, Kinne J, Joseph S, Schlottau K, Jenckel M, Höper D, Patteril NAG, Syriac G, Hoffmann B, Beer M.",Viruses. 2019 Dec 8;11(12):1133. doi: 10.3390/v11121133.,Schulz C,Viruses,2019,11/12/2019,PMC6950723,,10.3390/v11121133
1585,Jonny,maybe,15827230,Eastern equine encephalitis in a free-ranging white-tailed deer (Odocoileus virginianus),"Tate CM, Howerth EW, Stallknecht DE, Allison AB, Fischer JR, Mead DG.",J Wildl Dis. 2005 Jan;41(1):241-5. doi: 10.7589/0090-3558-41.1.241.,Tate CM,J Wildl Dis,2005,14/04/2005,,,10.7589/0090-3558-41.1.241
1594,Jonny,maybe,24084601,Hepatitis E virus seroprevalence and risk factors for individuals in working contact with animals,"Chaussade H, Rigaud E, Allix A, Carpentier A, Touzé A, Delzescaux D, Choutet P, Garcia-Bonnet N, Coursaget P.",J Clin Virol. 2013 Nov;58(3):504-8. doi: 10.1016/j.jcv.2013.08.030. Epub 2013 Sep 12.,Chaussade H,J Clin Virol,2013,03/10/2013,,,10.1016/j.jcv.2013.08.030
1600,Jonny,maybe,27552296,High prevalence of anti-hepatitis E virus antibodies in outpatients with chronic liver disease in a university medical center in Germany,"Schulz M, Beha D, Plehm K, Zöllner C, Hofmann J, Schott E.",Eur J Gastroenterol Hepatol. 2016 Dec;28(12):1431-1436. doi: 10.1097/MEG.0000000000000729.,Schulz M,Eur J Gastroenterol Hepatol,2016,24/08/2016,,,10.1097/MEG.0000000000000729
1617,Jonny,maybe,25906163,High prevalence of hepatitis e virus in Swedish moose--a phylogenetic characterization and comparison of the virus from different regions,"Lin J, Karlsson M, Olofson AS, Belák S, Malmsten J, Dalin AM, Widén F, Norder H.",PLoS One. 2015 Apr 23;10(4):e0122102. doi: 10.1371/journal.pone.0122102. eCollection 2015.,Lin J,PLoS One,2015,24/04/2015,PMC4408071,,10.1371/journal.pone.0122102
1629,Jonny,NO,27519553,Development of neurologic diseases in a patient with primate T lymphotropic virus type 1 (PTLV-1),"Enose-Akahata Y, Caruso B, Haner B, Charlip E, Nair G, Massoud R, Billioux BJ, Ohayon J, Switzer WM, Jacobson S.",Retrovirology. 2016 Aug 12;13(1):56. doi: 10.1186/s12977-016-0290-9.,Enose-Akahata Y,Retrovirology,2016,14/08/2016,PMC4982997,,10.1186/s12977-016-0290-9
1636,Jonny,maybe,21901093,Histo-blood group antigens act as attachment factors of rabbit hemorrhagic disease virus infection in a virus strain-dependent manner,"Nyström K, Le Gall-Reculé G, Grassi P, Abrantes J, Ruvoën-Clouet N, Le Moullac-Vaidye B, Lopes AM, Esteves PJ, Strive T, Marchandeau S, Dell A, Haslam SM, Le Pendu J.",PLoS Pathog. 2011 Aug;7(8):e1002188. doi: 10.1371/journal.ppat.1002188. Epub 2011 Aug 25.,Nyström K,PLoS Pathog,2011,09/09/2011,PMC3161982,,10.1371/journal.ppat.1002188
1638,Jonny,maybe,26931387,Innate and adaptive immune responses to tick-borne flavivirus infection in sheep,"Mansfield KL, Johnson N, Banyard AC, Núñez A, Baylis M, Solomon T, Fooks AR.",Vet Microbiol. 2016 Mar 15;185:20-8. doi: 10.1016/j.vetmic.2016.01.015. Epub 2016 Jan 22.,Mansfield KL,Vet Microbiol,2016,03/03/2016,,,10.1016/j.vetmic.2016.01.015
1641,Jonny,maybe,25681862,"A scoping review of the evidence for public health risks of three emerging potentially zoonotic viruses: hepatitis E virus, norovirus, and rotavirus","Wilhelm B, Waddell L, Greig J, Rajić A, Houde A, McEwen SA.",Prev Vet Med. 2015 Apr 1;119(1-2):61-79. doi: 10.1016/j.prevetmed.2015.01.015. Epub 2015 Jan 24.,Wilhelm B,Prev Vet Med,2015,16/02/2015,,,10.1016/j.prevetmed.2015.01.015
1645,Jonny,NO,31589616,A peridomestic Aedes malayensis population in Singapore can transmit yellow fever virus,"Miot EF, Aubry F, Dabo S, Mendenhall IH, Marcombe S, Tan CH, Ng LC, Failloux AB, Pompon J, Brey PT, Lambrechts L.",PLoS Negl Trop Dis. 2019 Oct 7;13(10):e0007783. doi: 10.1371/journal.pntd.0007783. eCollection 2019 Oct.,Miot EF,PLoS Negl Trop Dis,2019,08/10/2019,PMC6797215,,10.1371/journal.pntd.0007783
1648,Jonny,maybe,29776384,Competence of mosquitoes native to the United Kingdom to support replication and transmission of Rift Valley fever virus,"Lumley S, Hernández-Triana LM, Horton DL, Fernández de Marco MDM, Medlock JM, Hewson R, Fooks AR, Johnson N.",Parasit Vectors. 2018 May 18;11(1):308. doi: 10.1186/s13071-018-2884-7.,Lumley S,Parasit Vectors,2018,20/05/2018,PMC5960175,,10.1186/s13071-018-2884-7
1652,Jonny,maybe,19183811,Forest structure and roe deer abundance predict tick-borne encephalitis risk in Italy,"Rizzoli A, Hauffe HC, Tagliapietra V, Neteler M, Rosà R.",PLoS One. 2009;4(2):e4336. doi: 10.1371/journal.pone.0004336. Epub 2009 Feb 2.,Rizzoli A,PLoS One,2009,03/02/2009,PMC2629566,,10.1371/journal.pone.0004336
1660,Jonny,maybe,11880045,Isolation of Nipah virus from Malaysian Island flying-foxes,"Chua KB, Koh CL, Hooi PS, Wee KF, Khong JH, Chua BH, Chan YP, Lim ME, Lam SK.",Microbes Infect. 2002 Feb;4(2):145-51. doi: 10.1016/s1286-4579(01)01522-2.,Chua KB,Microbes Infect,2002,07/03/2002,,,10.1016/s1286-4579(01)01522-2
1661,Jonny,NO,31824465,Molecular Detection and Genetic Characterization of Novel RNA Viruses in Wild and Synanthropic Rodents and Shrews in Kenya,"Onyuok SO, Hu B, Li B, Fan Y, Kering K, Ochola GO, Zheng XS, Obanda V, Ommeh S, Yang XL, Agwanda B, Shi ZL.",Front Microbiol. 2019 Nov 21;10:2696. doi: 10.3389/fmicb.2019.02696. eCollection 2019.,Onyuok SO,Front Microbiol,2019,12/12/2019,PMC6881279,,10.3389/fmicb.2019.02696
1663,Jonny,maybe,24807175,Molecular typing of epizootic hemorrhagic disease virus serotypes by one-step multiplex RT-PCR,"Sun F, Cochran M, Beckham T, Clavijo A.",J Wildl Dis. 2014 Jul;50(3):639-44. doi: 10.7589/2013-11-302. Epub 2014 May 7.,Sun F,J Wildl Dis,2014,09/05/2014,,,10.7589/2013-11-302
1664,Jonny,NO,31141576,Molecular and serological surveys of canine distemper virus: A meta-analysis of cross-sectional studies,"Costa VGD, Saivish MV, Rodrigues RL, Lima Silva RF, Moreli ML, Krüger RH.",PLoS One. 2019 May 29;14(5):e0217594. doi: 10.1371/journal.pone.0217594. eCollection 2019.,Costa VGD,PLoS One,2019,30/05/2019,PMC6541297,,10.1371/journal.pone.0217594
1665,Jonny,maybe,21987737,VP24 is a molecular determinant of Ebola virus virulence in guinea pigs,"Mateo M, Carbonnelle C, Reynard O, Kolesnikova L, Nemirov K, Page A, Volchkova VA, Volchkov VE.",J Infect Dis. 2011 Nov;204 Suppl 3:S1011-20. doi: 10.1093/infdis/jir338.,Mateo M,J Infect Dis,2011,12/10/2011,,,10.1093/infdis/jir338
1668,Jonny,maybe,11193658,Laboratory vector competence of black flies (Diptera:Simuliidae) for the Indiana serotype of vesicular stomatitis virus,"Mead DG, Ramberg FB, Maré CJ.",Ann N Y Acad Sci. 2000;916:437-43. doi: 10.1111/j.1749-6632.2000.tb05323.x.,Mead DG,Ann N Y Acad Sci,2000,24/02/2001,,,10.1111/j.1749-6632.2000.tb05323.x
1669,Jonny,NO,22045454,[FeLV infection in the cat: clinically relevant aspects],"Boretti FS, Lutz H, Hofmann-Lehmann R.",Schweiz Arch Tierheilkd. 2011 Nov;153(11):501-4. doi: 10.1024/0036-7281/a000260.,Boretti FS,Schweiz Arch Tierheilkd,2011,03/11/2011,,,10.1024/0036-7281/a000260
1679,Jonny,maybe,27902399,Truncation of the enzootic nasal tumor virus envelope protein cytoplasmic tail increases Env-mediated fusion and infectivity,"Walsh SR, de Jong JG, van Vloten JP, Gerpe MCR, Santry LA, Wootton SK.",J Gen Virol. 2017 Jan;98(1):108-120. doi: 10.1099/jgv.0.000654. Epub 2017 Feb 6.,Walsh SR,J Gen Virol,2017,01/12/2016,,,10.1099/jgv.0.000654
1690,Jonny,NO,25686382,"Serological detection of infection with canine distemper virus, canine parvovirus and canine adenovirus in communal dogs from Zimbabwe","McRee A, Wilkes RP, Dawson J, Parry R, Foggin C, Adams H, Odoi A, Kennedy MA.",J S Afr Vet Assoc. 2014 Sep 5;85(1):1110. doi: 10.4102/jsava.v85i1.1110.,McRee A,J S Afr Vet Assoc,2014,17/02/2015,,,10.4102/jsava.v85i1.1110
1698,Jonny,NO,25410860,A live attenuated equine H3N8 influenza vaccine is highly immunogenic and efficacious in mice and ferrets,"Baz M, Paskel M, Matsuoka Y, Zengel J, Cheng X, Treanor JJ, Jin H, Subbarao K.",J Virol. 2015 Feb;89(3):1652-9. doi: 10.1128/JVI.02449-14. Epub 2014 Nov 19.,Baz M,J Virol,2015,21/11/2014,PMC4300743,,10.1128/JVI.02449-14
1720,Jonny,maybe,24525290,"Using the ferret model to study morbillivirus entry, spread, transmission and cross-species infection","Ludlow M, Rennick LJ, Nambulli S, de Swart RL, Duprex WP.",Curr Opin Virol. 2014 Feb;4:15-23. doi: 10.1016/j.coviro.2013.11.001. Epub 2013 Dec 6.,Ludlow M,Curr Opin Virol,2014,15/02/2014,,,10.1016/j.coviro.2013.11.001
1732,Jonny,NO,25939829,Canine distemper virus as a threat to wild tigers in Russia and across their range,"Gilbert M, Soutyrina SV, Seryodkin IV, Sulikhan N, Uphyrkina OV, Goncharuk M, Matthews L, Cleaveland S, Miquelle DG.",Integr Zool. 2015 Jul;10(4):329-43. doi: 10.1111/1749-4877.12137.,Gilbert M,Integr Zool,2015,06/05/2015,,,10.1111/1749-4877.12137
1736,Jonny,maybe,25069623,"Lowly pathogenic avian influenza (H9N2) infection in Plateau pika (Ochotona curzoniae), Qinghai Lake, China","Yu Z, Cheng K, Sun W, Xin Y, Cai J, Ma R, Zhao Q, Li L, Huang J, Sang X, Li X, Zhang K, Wang T, Qin C, Qian J, Gao Y, Xia X.",Vet Microbiol. 2014 Sep 17;173(1-2):132-5. doi: 10.1016/j.vetmic.2014.07.002. Epub 2014 Jul 12.,Yu Z,Vet Microbiol,2014,30/07/2014,,,10.1016/j.vetmic.2014.07.002
1741,Jonny,NO,18501284,Emerging viral encephalitides in dogs and cats,Njaa BL.,"Vet Clin North Am Small Anim Pract. 2008 Jul;38(4):863-78, ix. doi: 10.1016/j.cvsm.2008.03.006.",Njaa BL,Vet Clin North Am Small Anim Pract,2008,27/05/2008,,,10.1016/j.cvsm.2008.03.006
1742,Jonny,NO,11773398,A gene capable of blocking apoptosis can substitute for the herpes simplex virus type 1 latency-associated transcript gene and restore wild-type reactivation levels,"Perng GC, Maguen B, Jin L, Mott KR, Osorio N, Slanina SM, Yukht A, Ghiasi H, Nesburn AB, Inman M, Henderson G, Jones C, Wechsler SL.",J Virol. 2002 Feb;76(3):1224-35. doi: 10.1128/jvi.76.3.1224-1235.2002.,Perng GC,J Virol,2002,05/01/2002,PMC135864,,10.1128/jvi.76.3.1224-1235.2002
1745,Jonny,NO,22345468,Budding of retroviruses utilizing divergent L domains requires nucleocapsid,"Bello NF, Dussupt V, Sette P, Rudd V, Nagashima K, Bibollet-Ruche F, Chen C, Montelaro RC, Hahn BH, Bouamr F.",J Virol. 2012 Apr;86(8):4182-93. doi: 10.1128/JVI.07105-11. Epub 2012 Feb 15.,Bello NF,J Virol,2012,21/02/2012,PMC3318634,,10.1128/JVI.07105-11
1754,Jonny,maybe,23808981,Tick-borne encephalitis virus and louping-ill virus may co-circulate in Southern Norway,"Ytrehus B, Vainio K, Dudman SG, Gilray J, Willoughby K.",Vector Borne Zoonotic Dis. 2013 Oct;13(10):762-8. doi: 10.1089/vbz.2012.1023. Epub 2013 Jun 29.,Ytrehus B,Vector Borne Zoonotic Dis,2013,02/07/2013,,,10.1089/vbz.2012.1023
1755,Jonny,NO,21370640,Sensitivity and specificity of a nested polymerase chain reaction for detection of lentivirus infection in lions (Panthera leo),"Adams H, van Vuuren M, Kania S, Bosman AM, Keet D, New J, Kennedy M.",J Zoo Wildl Med. 2010 Dec;41(4):608-15. doi: 10.1638/2009-0137.1.,Adams H,J Zoo Wildl Med,2010,05/03/2011,,,10.1638/2009-0137.1
1760,Jonny,NO,32023667,First report of a canine morbillivirus infection in a giant anteater (Myrmecophaga tridactyla) in Brazil,"Debesa Belizário Granjeiro M, Lima Kavasaki M, Morgado TO, Avelino Dandolini Pavelegini L, Alves de Barros M, Fontana C, de Assis Bianchini M, de Oliveira Souza A, Gonçalves Lima Oliveira Santos AR, Lunardi M, Colodel EM, de Aguiar DM, Jorge Mendonça A.",Vet Med Sci. 2020 Feb 5. doi: 10.1002/vms3.246. Online ahead of print.,Debesa Belizário Granjeiro M,Vet Med Sci,2020,06/02/2020,,,10.1002/vms3.246
1761,Jonny,maybe,30570714,Genetic Evidence of Middle East Respiratory Syndrome Coronavirus (MERS-Cov) and Widespread Seroprevalence among Camels in Kenya,"Ommeh S, Zhang W, Zohaib A, Chen J, Zhang H, Hu B, Ge XY, Yang XL, Masika M, Obanda V, Luo Y, Li S, Waruhiu C, Li B, Zhu Y, Ouma D, Odendo V, Wang LF, Anderson DE, Lichoti J, Mungube E, Gakuya F, Zhou P, Ngeiywa KJ, Yan B, Agwanda B, Shi ZL.",Virol Sin. 2018 Dec;33(6):484-492. doi: 10.1007/s12250-018-0076-4. Epub 2018 Dec 20.,Ommeh S,Virol Sin,2018,21/12/2018,PMC6335226,,10.1007/s12250-018-0076-4
1766,Jonny,maybe,11880422,Antigenic diversity and distribution of rabies virus in Mexico,"Velasco-Villa A, Gómez-Sierra M, Hernández-Rodríguez G, Juárez-Islas V, Meléndez-Félix A, Vargas-Pino F, Velázquez-Monroy O, Flisser A.",J Clin Microbiol. 2002 Mar;40(3):951-8. doi: 10.1128/jcm.40.3.951-958.2002.,Velasco-Villa A,J Clin Microbiol,2002,07/03/2002,PMC120240,,10.1128/jcm.40.3.951-958.2002
1786,Jonny,NO,20739532,Oseltamivir-resistant variants of the 2009 pandemic H1N1 influenza A virus are not attenuated in the guinea pig and ferret transmission models,"Seibert CW, Kaminski M, Philipp J, Rubbenstroth D, Albrecht RA, Schwalm F, Stertz S, Medina RA, Kochs G, García-Sastre A, Staeheli P, Palese P.",J Virol. 2010 Nov;84(21):11219-26. doi: 10.1128/JVI.01424-10. Epub 2010 Aug 25.,Seibert CW,J Virol,2010,27/08/2010,PMC2953187,,10.1128/JVI.01424-10
1787,Jonny,maybe,19215576,"Serological evidence of infection with hepatitis E virus among wild Yezo-deer, Cervus nippon yesoensis, in Hokkaido, Japan","Tomiyama D, Inoue E, Osawa Y, Okazaki K.",J Viral Hepat. 2009 Jul;16(7):524-8. doi: 10.1111/j.1365-2893.2009.01107.x. Epub 2009 Feb 8.,Tomiyama D,J Viral Hepat,2009,14/02/2009,,,10.1111/j.1365-2893.2009.01107.x
1792,Jonny,maybe,27661997,Divergent Sapovirus Strains and Infection Prevalence in Wild Carnivores in the Serengeti Ecosystem: A Long-Term Study,"Olarte-Castillo XA, Hofer H, Goller KV, Martella V, Moehlman PD, East ML.",PLoS One. 2016 Sep 23;11(9):e0163548. doi: 10.1371/journal.pone.0163548. eCollection 2016.,Olarte-Castillo XA,PLoS One,2016,24/09/2016,PMC5035092,,10.1371/journal.pone.0163548
1794,Jonny,maybe,23452510,"A conceptual model for the impact of climate change on fox rabies in Alaska, 1980-2010","Kim BI, Blanton JD, Gilbert A, Castrodale L, Hueffer K, Slate D, Rupprecht CE.",Zoonoses Public Health. 2014 Feb;61(1):72-80. doi: 10.1111/zph.12044. Epub 2013 Mar 4.,Kim BI,Zoonoses Public Health,2014,05/03/2013,PMC3701727,NIHMS445364,10.1111/zph.12044
1797,Jonny,maybe,23421895,Serologic evidence of Crimean-Congo hemorrhagic fever virus infection in Hungary,"Németh V, Oldal M, Egyed L, Gyuranecz M, Erdélyi K, Kvell K, Kalvatchev N, Zeller H, Bányai K, Jakab F.",Vector Borne Zoonotic Dis. 2013 Apr;13(4):270-2. doi: 10.1089/vbz.2012.1011. Epub 2013 Feb 19.,Németh V,Vector Borne Zoonotic Dis,2013,21/02/2013,,,10.1089/vbz.2012.1011
